time,time,Main Price,Prev Close,Open,Bid,Ask,Volume
29-9-2018  6:22:43,29-9-2018  6:22:43,27.07,27.75,27.75,27.00 x 800,27.10 x 1000,17052507
29-9-2018  6:22:59,29-9-2018  6:22:59,27.07,27.75,27.75,27.00 x 800,27.10 x 1000,17052507
29-9-2018  6:23:15,29-9-2018  6:23:15,27.07,27.75,27.75,27.00 x 800,27.10 x 1000,17052507
29-9-2018  6:23:31,29-9-2018  6:23:31,27.07,27.75,27.75,27.00 x 800,27.10 x 1000,17052507
29-9-2018  6:23:48,29-9-2018  6:23:48,27.07,27.75,27.75,27.00 x 800,27.10 x 1000,17052507
29-9-2018  6:24:4,29-9-2018  6:24:4,27.07,27.75,27.75,27.00 x 800,27.10 x 1000,17052507
29-9-2018  6:24:20,29-9-2018  6:24:20,27.07,27.75,27.75,27.00 x 800,27.10 x 1000,17052507
29-9-2018  6:24:36,29-9-2018  6:24:36,27.07,27.75,27.75,27.00 x 800,27.10 x 1000,17052507
29-9-2018  6:24:52,29-9-2018  6:24:52,27.07,27.75,27.75,27.00 x 800,27.10 x 1000,17052507
29-9-2018  6:25:8,29-9-2018  6:25:8,27.07,27.75,27.75,27.00 x 800,27.10 x 1000,17052507
29-9-2018  6:25:24,29-9-2018  6:25:24,27.07,27.75,27.75,27.00 x 800,27.10 x 1000,17052507
29-9-2018  6:25:40,29-9-2018  6:25:40,27.07,27.75,27.75,27.00 x 800,27.10 x 1000,17052507
29-9-2018  6:25:57,29-9-2018  6:25:57,27.07,27.75,27.75,27.00 x 800,27.10 x 1000,17052507
29-9-2018  6:26:13,29-9-2018  6:26:13,27.07,27.75,27.75,27.00 x 800,27.10 x 1000,17052507
29-9-2018  6:26:29,29-9-2018  6:26:29,27.07,27.75,27.75,27.00 x 800,27.10 x 1000,17052507
29-9-2018  6:26:45,29-9-2018  6:26:45,27.07,27.75,27.75,27.00 x 800,27.10 x 1000,17052507
29-9-2018  6:27:4,29-9-2018  6:27:4,27.07,27.75,27.75,27.00 x 800,27.10 x 1000,17052507
29-9-2018  6:27:20,29-9-2018  6:27:20,27.07,27.75,27.75,27.00 x 800,27.10 x 1000,17052507
29-9-2018  6:27:37,29-9-2018  6:27:37,27.07,27.75,27.75,27.00 x 800,27.10 x 1000,17052507
29-9-2018  6:27:53,29-9-2018  6:27:53,27.07,27.75,27.75,27.00 x 800,27.10 x 1000,17052507
29-9-2018  6:28:9,29-9-2018  6:28:9,27.07,27.75,27.75,27.00 x 800,27.10 x 1000,17052507
29-9-2018  6:28:25,29-9-2018  6:28:25,27.07,27.75,27.75,27.00 x 800,27.10 x 1000,17052507
29-9-2018  6:28:41,29-9-2018  6:28:41,27.07,27.75,27.75,27.00 x 800,27.10 x 1000,17052507
29-9-2018  6:28:57,29-9-2018  6:28:57,27.07,27.75,27.75,27.00 x 800,27.10 x 1000,17052507
29-9-2018  6:29:13,29-9-2018  6:29:13,27.07,27.75,27.75,27.00 x 800,27.10 x 1000,17052507
29-9-2018  6:29:29,29-9-2018  6:29:29,27.07,27.75,27.75,27.00 x 800,27.10 x 1000,17052507
29-9-2018  6:29:45,29-9-2018  6:29:45,27.07,27.75,27.75,27.00 x 800,27.10 x 1000,17052507
29-9-2018  6:30:1,29-9-2018  6:30:1,27.07,27.75,27.75,27.00 x 800,27.10 x 1000,17052507
29-9-2018  6:30:18,29-9-2018  6:30:18,27.07,27.75,27.75,27.00 x 800,27.10 x 1000,17052507
29-9-2018  6:30:34,29-9-2018  6:30:34,27.07,27.75,27.75,27.00 x 800,27.10 x 1000,17052507
29-9-2018  6:30:50,29-9-2018  6:30:50,27.07,27.75,27.75,27.00 x 800,27.10 x 1000,17052507
29-9-2018  6:31:6,29-9-2018  6:31:6,27.07,27.75,27.75,27.00 x 800,27.10 x 1000,17052507
29-9-2018  6:31:22,29-9-2018  6:31:22,27.07,27.75,27.75,27.00 x 800,27.10 x 1000,17052507
29-9-2018  6:31:38,29-9-2018  6:31:38,27.07,27.75,27.75,27.00 x 800,27.10 x 1000,17052507
29-9-2018  6:31:54,29-9-2018  6:31:54,27.07,27.75,27.75,27.00 x 800,27.10 x 1000,17052507
29-9-2018  6:32:10,29-9-2018  6:32:10,27.07,27.75,27.75,27.00 x 800,27.10 x 1000,17052507
