     date     time,Prev Close,Open,Bid,Ask,Volume
17:9:2018  12:36:39,30.1200,29.0500,29.0000 x 1800,29.0100 x 2200,"20,699,032"
17:9:2018  12:36:53,30.12,29.05,29.00 x 1800,29.01 x 2200,"20,699,032"
17:9:2018  12:37:8,30.1200,29.0500,28.9700 x 1800,28.9800 x 2200,"20,707,283"
17:9:2018  12:37:21,30.1200,29.0500,28.9700 x 1800,28.9800 x 2200,"20,712,586"
17:9:2018  12:37:35,30.12,29.05,28.97 x 1800,28.98 x 2200,"20,719,523"
17:9:2018  12:37:49,30.12,29.05,28.98 x 4000,28.99 x 2200,"20,719,523"
17:9:2018  12:38:4,30.12,29.05,28.98 x 4000,28.99 x 2200,"20,719,523"
17:9:2018  12:38:18,30.12,29.05,28.98 x 4000,28.99 x 2200,"20,725,424"
17:9:2018  12:38:32,30.1200,29.0500,28.9800 x 1800,28.9900 x 900,"20,732,128"
17:9:2018  12:38:47,30.12,29.05,28.98 x 1000,28.99 x 1800,"20,739,679"
17:9:2018  12:39:1,30.12,29.05,28.98 x 800,28.99 x 3100,"20,760,681"
17:9:2018  12:39:15,30.12,29.05,28.98 x 800,28.99 x 3100,"20,772,633"
17:9:2018  12:39:29,30.12,29.05,28.98 x 800,28.99 x 3100,"20,794,284"
17:9:2018  12:39:43,30.12,29.05,28.98 x 800,28.99 x 3100,"20,837,934"
17:9:2018  12:39:57,30.1200,29.0500,28.9900 x 800,29.0000 x 3000,"20,858,637"
17:9:2018  12:40:12,30.12,29.05,28.99 x 800,29.00 x 3000,"20,869,126"
17:9:2018  12:40:25,30.12,29.05,28.990 x 800,29.000 x 3000,"20,883,871"
17:9:2018  12:40:40,30.12,29.05,29.0200 x 2900,29.0300 x 800,"20,887,861"
17:9:2018  12:40:54,30.1200,29.0500,29.02 x 2900,29.03 x 800,"20,896,500"
17:9:2018  12:41:9,30.12,29.05,29.02 x 2900,29.03 x 800,"20,899,936"
17:9:2018  12:41:23,30.12,29.05,29.02 x 2900,29.03 x 800,"20,902,711"
17:9:2018  12:41:37,30.1200,29.0500,29.0200 x 1400,29.0300 x 1200,"20,904,911"
17:9:2018  12:41:51,30.12,29.05,29.02 x 800,29.03 x 1100,"20,907,298"
17:9:2018  12:42:5,30.12,29.05,29.01 x 4000,29.02 x 800,"20,909,841"
17:9:2018  12:42:19,30.120,29.050,29.010 x 4000,29.020 x 800,"20,915,146"
17:9:2018  12:42:33,30.12,29.05,29.01 x 4000,29.02 x 800,"20,922,030"
17:9:2018  12:42:47,30.12,29.05,28.96 x 4000,28.97 x 800,"20,922,487"
17:9:2018  12:43:2,30.12,29.05,28.96 x 4000,28.97 x 800,"20,928,198"
17:9:2018  12:43:16,30.1200,29.0500,28.9600 x 4000,28.9700 x 800,"20,930,349"
17:9:2018  12:43:30,30.12,29.05,28.96 x 4000,28.97 x 800,"20,931,369"
17:9:2018  12:43:44,30.1200,29.0500,28.9600 x 1800,28.9700 x 1000,"20,937,643"
17:9:2018  12:43:58,30.1200,29.0500,28.9600 x 1800,28.9700 x 900,"20,946,925"
17:9:2018  12:44:12,30.1200,29.0500,28.9600 x 1800,28.9700 x 4000,"20,947,235"
17:9:2018  12:44:26,30.12,29.05,28.97 x 1800,28.98 x 3200,"20,949,351"
17:9:2018  12:44:40,30.12,29.05,28.97 x 1800,28.98 x 3200,"20,954,899"
17:9:2018  12:44:54,30.12,29.05,28.97 x 1800,28.98 x 3200,"20,977,823"
17:9:2018  12:45:8,30.12,29.05,28.97 x 1800,28.98 x 3200,"21,003,104"
17:9:2018  12:45:22,30.1200,29.0500,28.9700 x 1100,28.9800 x 2900,"21,013,120"
17:9:2018  12:45:36,30.120,29.050,28.930 x 1000,28.940 x 4000,"21,016,106"
17:9:2018  12:45:50,30.12,29.05,28.93 x 1000,28.94 x 4000,"21,016,867"
17:9:2018  12:46:4,30.1200,29.0500,28.93 x 1000,28.94 x 4000,"21,043,077"
17:9:2018  12:46:18,30.12,29.05,28.93 x 1400,28.94 x 1400,"21,054,251"
17:9:2018  12:46:32,30.12,29.05,28.94 x 4000,28.95 x 1000,"21,058,020"
17:9:2018  12:46:46,30.12,29.05,28.94 x 4000,28.95 x 1000,"21,073,265"
17:9:2018  12:47:0,30.12,29.05,28.94 x 4000,28.95 x 1000,"21,082,786"
17:9:2018  12:47:14,30.12,29.05,28.94 x 4000,28.95 x 1000,"21,085,652"
17:9:2018  12:47:28,30.12,29.05,28.94 x 4000,28.95 x 1000,"21,095,499"
17:9:2018  12:47:42,30.12,29.05,28.910 x 4000,28.920 x 800,"21,096,262"
17:9:2018  12:47:56,30.120,29.050,28.910 x 4000,28.920 x 800,"21,098,698"
17:9:2018  12:48:10,30.12,29.05,28.91 x 4000,28.92 x 800,"21,106,202"
17:9:2018  12:48:24,30.12,29.05,28.91 x 4000,28.92 x 800,"21,114,376"
17:9:2018  12:48:38,30.12,29.05,28.91 x 4000,28.92 x 800,"21,115,076"
17:9:2018  12:48:53,30.12,29.05,28.91 x 1800,28.92 x 1800,"21,128,068"
17:9:2018  12:49:6,30.120,29.050,28.930 x 3200,28.940 x 800,"21,159,838"
17:9:2018  12:49:21,30.12,29.05,28.93 x 3200,28.94 x 800,"21,176,270"
17:9:2018  12:49:35,30.12,29.05,28.93 x 3200,28.94 x 800,"21,182,118"
17:9:2018  12:49:48,30.12,29.05,28.93 x 1800,28.94 x 1400,"21,186,540"
17:9:2018  12:50:2,30.12,29.05,28.93 x 1800,28.94 x 1400,"21,189,780"
17:9:2018  12:50:17,30.120,29.050,28.930 x 1800,28.940 x 1400,"21,201,689"
17:9:2018  12:50:30,30.1200,29.0500,28.9300 x 1800,28.9400 x 1400,"21,210,709"
